profile_id,event_ts,event_name,purchased_7d
549,2025-01-20T08:21:13,SMS Delivered,0
2976,2025-01-16T13:53:07,Placed Order,1
507,2025-03-05T09:28:26,Email Open,0
1341,2025-04-28T01:41:25,Blotout Viewed Product Xyz,0
96,2025-01-07T18:17:04,Unsubscribed,0
1106,2025-04-29T05:39:43,Black Crow Identified,0
1543,2025-01-31T06:14:11,Viewed Product.,1
98,2025-04-05T00:02:38,Clicked Email,0
862,2025-04-07T05:23:44,Order Placed,1
2329,2025-03-24T12:49:34,Clicked email to unsubscribe,0
2937,2025-01-18T07:14:09,Placed Order,1
1736,2025-01-10T18:00:37,SMS Delivered,0
847,2025-02-01T19:11:50,Placed Order,1
458,2025-01-01T12:11:11,Active on Site,0
324,2025-03-12T22:40:19,Placed Order,1
1557,2025-03-19T18:48:11,SMS Sent,0
2630,2025-03-08T03:00:59,Order Placed,1
2499,2025-02-14T10:49:39,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
126,2025-01-20T02:30:22,Viewed Product XYZ   ,0
2350,2025-03-16T22:56:25,Black Crow Identified,0
2934,2025-03-22T13:33:30,SMS Delivered,0
309,2025-03-26T08:47:52,Blotout Viewed Product Xyz,1
381,2025-04-14T00:41:12,Clicked Email,0
1439,2025-03-16T20:20:17,Order Placed,1
546,2025-02-02T15:20:33,Order Placed,1
871,2025-04-28T17:54:24,Clicked email to unsubscribe,0
808,2025-01-07T23:47:24,Viewed Product XYZ   ,0
1171,2025-01-08T02:50:43,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
2049,2025-04-18T12:02:49,Active on Site,1
2678,2025-04-23T03:57:53,Unsubscribed,0
1847,2025-01-18T05:13:46,Clicked Email,0
2921,2025-03-21T06:17:37,Clicked email link,0
1095,2025-02-24T04:15:51,SMS Sent,0
191,2025-02-21T08:03:28,Active on Site,0
2227,2025-01-26T09:53:47,Active on Site,0
2718,2025-01-12T11:48:23,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
2077,2025-01-16T08:50:27,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
363,2025-03-16T22:23:09,Clicked Email,0
952,2025-02-09T01:16:36,Active on Site,0
740,2025-02-24T16:48:15,Order Placed,1
2779,2025-04-02T04:21:59,Clicked email link,0
2594,2025-03-08T16:41:48,SMS Delivered,0
2564,2025-03-05T17:15:35,Viewed Product.,0
2292,2025-04-04T11:34:16,Placed Order,1
1186,2025-04-13T07:19:55,Active on Site,0
2662,2025-04-28T12:59:01,Opened Email,0
538,2025-01-24T00:28:21,Opened Email,0
1,2025-03-14T03:30:44,Viewed Product.,0
2414,2025-04-01T14:28:15,Clicked email link,0
1793,2025-04-22T05:34:18,Active on Site,0
913,2025-03-09T15:58:44,Placed Order,1
1000,2025-01-18T19:48:59,Active on Site,0
265,2025-02-04T05:05:02,Clicked Email,0
2480,2025-01-17T06:47:02,Black Crow Identified,0
583,2025-01-02T16:24:25,Order Placed,1
714,2025-04-14T17:11:28,SMS Sent,0
2784,2025-02-03T14:21:51,Unsubscribed,0
1627,2025-02-11T12:59:52,Opened Email,0
1839,2025-01-10T15:12:39,Clicked email link,0
404,2025-04-29T05:51:04,Unsubscribed,0
600,2025-02-01T21:17:43,Unsubscribed,0
599,2025-04-06T13:11:36,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
645,2025-03-30T13:38:53,Viewed Product XYZ   ,0
2394,2025-01-23T20:15:54,Black Crow Identified,0
1887,2025-02-11T03:18:01,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
2975,2025-04-21T13:20:00,SMS Sent,0
914,2025-03-30T00:33:32,Blotout Viewed Product Xyz,0
76,2025-03-16T05:35:32,Blotout Viewed Product Xyz,0
1131,2025-02-14T20:10:31,Black Crow Identified,0
2276,2025-01-08T12:12:18,Clicked Email,0
1768,2025-02-01T02:34:00,Unsubscribed,0
2372,2025-02-19T14:28:08,Viewed Product XYZ   ,0
1672,2025-02-08T12:37:18,Placed Order,1
1513,2025-01-13T02:21:05,Blotout Viewed Product Xyz,0
2896,2025-04-19T12:16:22,Clicked Email,0
2456,2025-03-24T05:27:41,SMS Sent,0
2473,2025-03-10T04:44:18,Clicked email link,0
251,2025-02-25T16:00:21,Email Open,0
537,2025-04-14T09:48:48,Blotout Viewed Product Xyz,0
957,2025-02-11T07:46:23,Opened Email,0
2464,2025-02-12T04:36:02,Placed Order,1
574,2025-03-24T21:19:29,Opened Email,0
2791,2025-02-24T09:11:17,Clicked email link,0
1649,2025-03-24T19:41:39,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
1083,2025-04-26T09:23:49,Placed Order,1
498,2025-02-11T14:24:47,Blotout Viewed Product Xyz,0
813,2025-02-04T21:05:15,Unsubscribed,0
163,2025-01-22T09:22:11,Blotout Viewed Product Xyz,0
2906,2025-04-04T22:25:00,Order Placed,1
625,2025-02-09T12:55:22,Black Crow Identified,0
2901,2025-02-08T00:10:56,SMS Sent,0
1997,2025-04-29T18:21:03,Viewed Product.,0
643,2025-04-21T06:14:03,Email Open,0
2864,2025-02-01T08:13:50,Viewed Product.,0
538,2025-03-04T14:17:10,SMS Delivered,0
1205,2025-03-17T08:06:39,Clicked Email,0
95,2025-03-06T02:15:57,Viewed Product XYZ   ,0
959,2025-01-13T21:49:46,Email Open,0
288,2025-01-13T02:01:29,Unsubscribed,0
232,2025-01-13T02:26:45,Order Placed,1
979,2025-03-20T19:51:16,Blotout Viewed Product Xyz,0
2666,2025-03-18T22:06:05,Active on Site,0
2753,2025-03-21T17:59:29,Clicked Email,0
589,2025-01-05T05:50:13,Viewed Product XYZ   ,0
1735,2025-03-15T11:41:59,Order Placed,1
1340,2025-04-14T13:47:06,SMS Delivered,0
2752,2025-04-27T14:24:34,Active on Site,0
1738,2025-03-05T04:32:48,Opened Email,0
1799,2025-01-17T13:06:47,Email Open,0
1182,2025-04-01T03:44:36,Clicked email link,0
258,2025-01-22T06:20:10,Clicked email to unsubscribe,0
958,2025-02-24T12:30:11,Black Crow Identified,0
1307,2025-03-13T06:48:43,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
2487,2025-04-09T21:29:43,Clicked Email,0
461,2025-02-24T11:30:15,Blotout Viewed Product Xyz,0
2839,2025-03-06T13:54:35,Viewed Product.,0
1735,2025-04-18T23:58:08,Order Placed,1
307,2025-04-19T16:17:10,SMS Delivered,0
2849,2025-01-25T19:57:04,Active on Site,0
2943,2025-04-07T17:57:00,Clicked Email,0
1397,2025-03-15T01:39:34,Email Open,0
2613,2025-02-01T08:26:00,Placed Order,1
1919,2025-02-22T02:30:29,Clicked email to unsubscribe,0
2409,2025-04-16T04:10:51,SMS Sent,0
572,2025-01-20T14:36:21,Viewed Product.,0
1166,2025-02-24T15:57:09,Order Placed,1
1570,2025-04-05T18:57:31,Active on Site,0
1934,2025-04-21T18:30:45,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
901,2025-04-06T16:32:46,Order Placed,1
738,2025-02-10T21:37:32,Black Crow Identified,0
1046,2025-03-09T15:12:43,Viewed Product XYZ   ,0
2758,2025-01-22T23:50:24,Email Open,0
1347,2025-02-22T05:42:00,Clicked email to unsubscribe,0
665,2025-01-14T15:07:56,Email Open,0
1503,2025-01-16T13:36:41,Opened Email,0
1891,2025-04-06T23:37:03,SMS Sent,0
1336,2025-04-22T04:25:20,Clicked email to unsubscribe,0
2809,2025-04-17T03:53:27,Clicked email link,0
454,2025-01-26T00:30:21,Viewed Product XYZ   ,0
36,2025-03-03T14:44:04,Blotout Viewed Product Xyz,0
1182,2025-03-27T21:53:32,Email Open,0
222,2025-04-13T03:40:19,Clicked email link,0
2164,2025-04-03T20:14:27,Blotout Viewed Product Xyz,0
2921,2025-03-14T06:10:20,Clicked Email,0
872,2025-01-03T20:46:09,Clicked email to unsubscribe,0
884,2025-03-29T01:49:05,Blotout Viewed Product Xyz,0
252,2025-04-10T09:00:58,Viewed Product XYZ   ,0
2568,2025-03-25T00:51:44,SMS Delivered,0
524,2025-04-15T05:45:02,Clicked email to unsubscribe,0
798,2025-03-14T10:08:13,Black Crow Identified,0
2494,2025-03-18T07:13:54,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
357,2025-02-12T12:01:44,Opened Email,0
1758,2025-03-24T19:37:48,Opened Email,0
1643,2025-02-06T02:26:26,Viewed Product XYZ   ,1
59,2025-02-09T21:43:54,Viewed Product.,0
195,2025-03-26T14:47:10,Clicked email to unsubscribe,0
1702,2025-03-01T16:48:05,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
1058,2025-03-28T04:58:56,Order Placed,1
2222,2025-01-31T05:14:30,Opened Email,0
1559,2025-03-21T17:10:59,Email Open,0
1565,2025-01-04T01:58:18,Active on Site,0
2770,2025-01-30T02:01:33,Opened Email,0
1866,2025-03-19T22:26:41,Unsubscribed,0
1184,2025-01-28T09:47:05,Unsubscribed,0
2488,2025-04-25T21:31:14,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
2223,2025-04-12T12:32:26,Blotout Viewed Product Xyz,0
1035,2025-01-11T23:49:17,Clicked Email,0
2304,2025-03-23T06:01:33,Email Open,0
2990,2025-04-08T22:22:18,Clicked email to unsubscribe,0
118,2025-02-26T14:29:39,Black Crow Identified,0
2675,2025-02-06T15:26:37,SMS Delivered,0
1746,2025-01-25T18:18:26,Viewed Product XYZ   ,0
2126,2025-01-24T14:55:59,SMS Sent,1
458,2025-02-18T10:44:27,Clicked email link,0
2986,2025-01-02T12:46:09,Placed Order,1
651,2025-02-21T23:46:10,Email Open,0
1514,2025-03-20T22:28:19,Black Crow Identified,0
1677,2025-03-21T06:50:06,Black Crow Identified,0
2686,2025-04-10T16:18:29,Clicked Email,0
949,2025-04-05T16:12:47,Email Open,0
2353,2025-04-03T01:18:49,Order Placed,1
2216,2025-03-31T00:11:24,Clicked email link,0
2745,2025-03-26T18:10:17,Blotout Viewed Product Xyz,0
335,2025-04-11T07:59:10,Placed Order,1
2584,2025-02-26T06:57:06,Clicked Email,0
1969,2025-01-07T16:17:04,Viewed Product.,0
485,2025-04-21T23:50:06,Blotout Viewed Product Xyz,0
468,2025-04-17T01:29:09,Viewed Product XYZ   ,0
2060,2025-01-06T19:48:19,Clicked email to unsubscribe,0
2567,2025-04-15T02:53:22,Viewed Product.,0
2096,2025-04-12T12:02:07,Blotout Viewed Product Xyz,0
1955,2025-04-19T11:15:28,Blotout Viewed Product Xyz,0
1818,2025-02-12T14:52:55,Clicked email link,0
1344,2025-04-10T01:17:24,Clicked email to unsubscribe,0
2587,2025-02-02T10:16:37,SMS Sent,0
250,2025-03-21T18:39:31,Email Open,0
2652,2025-04-03T13:49:07,Viewed Product.,0
2817,2025-02-28T01:28:15,Email Open,0
1328,2025-04-13T14:25:49,Order Placed,1
2163,2025-02-18T17:32:05,Opened Email,0
2212,2025-03-05T15:19:24,Opened Email,0
1360,2025-02-04T15:42:21,Opened Email,0
537,2025-03-25T08:45:18,Clicked email link,0
1853,2025-02-02T07:58:00,Clicked Email,0
1732,2025-02-27T18:49:38,Active on Site,0
2905,2025-04-27T19:50:04,Blotout Viewed Product Xyz,0
186,2025-03-30T16:17:31,Viewed Product XYZ   ,0
1366,2025-02-17T20:31:36,Clicked email link,0
1509,2025-02-21T10:41:22,Email Open,0
2228,2025-02-19T01:32:02,Viewed Product XYZ   ,0
2034,2025-04-18T01:33:40,Clicked email link,0
797,2025-01-29T10:10:23,Placed Order,1
889,2025-04-27T20:40:24,Order Placed,1
1398,2025-01-28T08:24:29,Viewed Product XYZ   ,0
2570,2025-04-10T10:40:30,Blotout Viewed Product Xyz,0
436,2025-04-24T10:52:15,Unsubscribed,0
187,2025-02-05T20:05:20,Clicked email to unsubscribe,0
2035,2025-04-09T08:00:22,Clicked email to unsubscribe,0
967,2025-03-08T14:57:24,Blotout Viewed Product Xyz,0
2183,2025-01-18T17:22:55,Clicked Email,0
797,2025-04-26T08:19:25,Black Crow Identified,0
300,2025-03-09T17:05:11,Viewed Product XYZ   ,0
305,2025-04-25T14:43:23,Placed Order,1
991,2025-01-26T02:33:53,Blotout Viewed Product Xyz,0
770,2025-03-31T01:52:15,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
2792,2025-04-27T00:54:21,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
587,2025-01-28T02:35:14,Clicked email to unsubscribe,0
1514,2025-04-22T03:09:09,Blotout Viewed Product Xyz,0
518,2025-01-28T05:26:41,Viewed Product XYZ   ,0
1605,2025-02-18T06:55:19,Blotout Viewed Product Xyz,0
2676,2025-02-23T10:07:56,Clicked Email,0
510,2025-01-18T03:10:45,Clicked Email,0
2512,2025-03-07T11:52:09,Email Open,0
2697,2025-04-08T16:33:44,Viewed Product.,0
1183,2025-04-27T02:54:41,Viewed Product XYZ   ,0
2161,2025-03-23T19:20:32,Viewed Product XYZ   ,0
2158,2025-01-20T14:16:59,Blotout Viewed Product Xyz,0
465,2025-04-18T21:40:18,SMS Delivered,0
21,2025-03-12T16:24:04,Clicked email to unsubscribe,0
2356,2025-03-10T12:18:58,SMS Sent,0
2796,2025-03-03T14:31:01,SMS Delivered,0
1873,2025-04-13T05:27:47,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,1
1953,2025-03-18T16:15:36,Opened Email,0
2209,2025-01-10T01:06:36,Clicked Email,0
1100,2025-03-28T14:32:49,SMS Sent,0
130,2025-02-15T02:47:46,SMS Sent,0
780,2025-01-22T19:26:25,Clicked email to unsubscribe,0
2011,2025-03-23T12:29:35,Clicked email to unsubscribe,0
2507,2025-01-26T13:26:20,Viewed Product.,0
196,2025-02-01T08:18:52,Viewed Product XYZ   ,0
2036,2025-01-01T09:07:58,Clicked Email,0
478,2025-03-10T15:20:20,Clicked email to unsubscribe,0
1686,2025-02-02T04:03:16,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
763,2025-01-11T23:12:20,Clicked email link,0
1218,2025-04-24T11:04:53,Black Crow Identified,0
1365,2025-04-18T23:33:31,Order Placed,1
1342,2025-02-01T08:28:44,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
2026,2025-01-04T09:55:34,Order Placed,1
1051,2025-04-25T03:05:50,SMS Delivered,0
1514,2025-02-10T05:06:40,Black Crow Identified,0
1586,2025-01-15T00:57:14,Blotout Viewed Product Xyz,0
2280,2025-04-06T22:11:20,SMS Delivered,0
2330,2025-01-06T14:40:53,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
1407,2025-01-25T13:38:48,Black Crow Identified,0
952,2025-04-05T09:55:04,Clicked email link,0
1133,2025-04-23T18:17:37,Email Open,0
2889,2025-02-15T23:16:35,Viewed Product XYZ   ,0
551,2025-03-28T06:10:20,Email Open,0
2523,2025-03-08T10:07:42,Clicked email link,0
712,2025-01-24T03:35:11,Black Crow Identified,0
2875,2025-02-17T16:32:36,SMS Delivered,0
2832,2025-04-10T11:13:54,SMS Delivered,0
8,2025-01-24T19:17:10,Clicked email link,0
1731,2025-02-25T15:30:52,SMS Delivered,0
2473,2025-04-21T15:47:07,Clicked Email,0
532,2025-01-25T08:50:48,Blotout Viewed Product Xyz,0
673,2025-01-19T18:32:30,Placed Order,1
945,2025-02-07T04:51:27,Unsubscribed,0
1670,2025-02-18T12:18:06,Opened Email,0
2650,2025-01-18T13:09:21,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
2152,2025-04-02T17:09:24,Opened Email,0
2412,2025-03-22T03:02:22,Active on Site,0
1399,2025-04-12T13:34:22,Active on Site,0
2549,2025-01-08T10:41:26,Placed Order,1
439,2025-01-16T08:10:48,Unsubscribed,0
1269,2025-03-18T14:22:37,Opened Email,0
2424,2025-01-22T19:43:30,Order Placed,1
1745,2025-01-31T12:31:17,Unsubscribed,0
370,2025-02-06T19:57:40,Clicked email link,0
2550,2025-03-24T02:50:03,Viewed Product XYZ   ,0
2525,2025-02-24T23:16:32,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
1888,2025-01-11T15:16:35,Placed Order,1
2917,2025-03-22T23:22:13,Viewed Product.,0
447,2025-01-14T01:00:02,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
1634,2025-02-28T04:29:54,Black Crow Identified,0
1653,2025-01-02T03:43:42,Black Crow Identified,0
241,2025-04-29T03:46:37,Placed Order,1
2259,2025-01-28T22:36:11,Email Open,0
565,2025-03-02T15:28:03,Black Crow Identified,0
2036,2025-03-27T04:09:09,Active on Site,0
633,2025-03-01T18:39:07,Unsubscribed,0
1981,2025-04-06T00:05:59,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
712,2025-04-16T10:14:38,Active on Site,0
1100,2025-02-11T17:44:18,Clicked email link,0
1332,2025-03-24T08:54:27,Order Placed,1
2848,2025-01-12T20:37:02,Viewed Product XYZ   ,0
2991,2025-02-23T12:54:01,SMS Sent,0
2660,2025-02-22T22:25:37,Black Crow Identified,0
2066,2025-03-18T04:30:22,SMS Sent,0
2792,2025-02-13T11:00:47,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
467,2025-01-18T17:17:25,Unsubscribed,0
1636,2025-03-24T20:09:18,Opened Email,0
2411,2025-02-01T04:11:58,Viewed Product.,0
1173,2025-04-24T19:11:27,Opened Email,0
440,2025-04-12T11:48:12,Viewed Product XYZ   ,0
169,2025-04-25T03:47:46,Email Open,0
606,2025-03-23T23:49:50,SMS Sent,0
1622,2025-01-03T12:13:17,Clicked email link,0
1221,2025-02-23T14:05:47,Opened Email,0
2528,2025-03-05T21:24:19,Opened Email,1
2230,2025-02-12T12:41:14,SMS Sent,0
2420,2025-03-09T12:49:48,Placed Order,1
473,2025-03-29T08:43:03,Unsubscribed,0
1758,2025-03-30T03:03:47,Black Crow Identified,0
573,2025-01-10T09:15:12,SMS Delivered,0
2092,2025-04-13T21:29:02,Email Open,0
1370,2025-04-20T13:15:15,Clicked email link,0
1776,2025-01-15T07:56:36,Clicked email to unsubscribe,1
1595,2025-04-18T04:03:50,Email Open,0
2830,2025-04-14T17:27:36,SMS Delivered,0
2602,2025-02-28T02:57:22,Blotout Viewed Product Xyz,0
1411,2025-03-31T19:12:01,Email Open,0
2817,2025-01-03T14:28:47,Active on Site,0
1328,2025-04-29T13:16:57,Clicked Email,0
1608,2025-03-22T05:59:02,SMS Sent,0
1728,2025-01-05T09:01:16,Clicked email to unsubscribe,0
2175,2025-04-20T06:44:35,Placed Order,1
1642,2025-02-18T22:05:17,Viewed Product.,0
1676,2025-03-02T01:26:52,SMS Sent,0
1353,2025-04-22T08:01:38,Email Open,1
793,2025-04-11T13:43:40,Viewed Product XYZ   ,0
1248,2025-02-02T14:17:13,Opened Email,0
2482,2025-02-18T04:48:08,Active on Site,0
2017,2025-01-03T04:10:39,Email Open,0
312,2025-04-02T07:06:25,Clicked email link,0
2395,2025-03-15T09:42:48,Blotout Viewed Product Xyz,0
1508,2025-04-04T11:25:47,Opened Email,0
79,2025-03-07T18:31:18,SMS Delivered,0
1312,2025-04-05T06:32:18,Unsubscribed,0
523,2025-01-29T13:31:53,Clicked email link,0
1281,2025-03-15T23:14:39,Placed Order,1
1568,2025-03-21T20:21:16,Order Placed,1
2080,2025-01-16T22:01:40,Active on Site,0
706,2025-02-18T12:17:19,Active on Site,0
2265,2025-02-07T05:41:37,Black Crow Identified,0
1200,2025-01-08T23:42:27,SMS Delivered,0
529,2025-04-22T12:24:00,Black Crow Identified,0
752,2025-03-13T04:53:37,Blotout Viewed Product Xyz,0
2042,2025-04-21T16:47:48,Opened Email,0
1565,2025-01-03T17:17:41,Email Open,0
2686,2025-01-09T02:38:27,SMS Delivered,0
2321,2025-02-10T01:32:15,Black Crow Identified,0
658,2025-01-03T06:57:34,Viewed Product XYZ   ,0
442,2025-01-26T17:36:20,Active on Site,0
1776,2025-03-31T07:07:13,Viewed Product.,0
1551,2025-02-25T08:50:07,Placed Order,1
1469,2025-03-17T12:36:40,Unsubscribed,0
328,2025-04-27T22:01:08,Order Placed,1
2224,2025-03-16T07:02:17,Active on Site,0
1371,2025-03-31T16:54:24,Clicked email to unsubscribe,0
2235,2025-02-05T14:21:56,Unsubscribed,0
1742,2025-01-10T22:23:49,Order Placed,1
910,2025-01-02T09:16:53,Placed Order,1
2010,2025-03-18T03:49:22,Opened Email,0
1835,2025-03-26T00:10:50,SMS Delivered,0
2667,2025-04-22T23:19:53,Email Open,0
1265,2025-01-01T17:23:16,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
2260,2025-01-19T02:13:50,Placed Order,1
1174,2025-02-10T16:35:13,Placed Order,1
55,2025-03-14T16:34:57,Blotout Viewed Product Xyz,0
1263,2025-04-14T03:24:33,SMS Sent,0
2883,2025-03-15T12:14:30,SMS Delivered,0
1360,2025-02-24T09:00:52,Viewed Product.,0
1871,2025-03-08T08:49:43,SMS Sent,0
2387,2025-01-05T18:40:03,Email Open,0
2677,2025-03-12T13:02:25,Clicked email link,0
1783,2025-03-26T19:25:39,Email Open,1
2891,2025-02-26T23:45:43,Viewed Product XYZ   ,0
1435,2025-04-29T08:56:52,Blotout Viewed Product Xyz,0
2702,2025-03-12T23:22:47,Clicked Email,0
2399,2025-02-23T20:50:32,Black Crow Identified,0
391,2025-02-26T01:43:48,Viewed Product XYZ   ,0
152,2025-03-12T01:40:44,Active on Site,0
1285,2025-01-05T16:57:44,SMS Sent,0
2106,2025-04-20T19:32:41,Blotout Viewed Product Xyz,0
2810,2025-01-18T05:44:38,Email Open,0
1005,2025-01-06T17:02:58,SMS Sent,0
1173,2025-02-14T04:43:28,Placed Order,1
1845,2025-04-10T12:15:41,Viewed Product XYZ   ,0
2288,2025-02-12T00:54:33,SMS Sent,0
1725,2025-03-12T20:43:16,Clicked Email,0
1361,2025-03-02T12:40:19,Clicked email to unsubscribe,0
1972,2025-01-26T15:25:28,Clicked email link,0
1775,2025-01-14T14:22:54,Unsubscribed,0
1816,2025-03-30T18:09:30,Clicked Email,0
2014,2025-03-27T23:12:24,Blotout Viewed Product Xyz,0
1759,2025-03-15T06:28:52,Viewed Product XYZ   ,0
2409,2025-03-17T03:41:16,Clicked email to unsubscribe,0
2281,2025-02-06T04:32:13,Email Open,0
2162,2025-02-19T08:43:14,Black Crow Identified,0
1881,2025-01-21T14:27:17,Viewed Product.,0
2524,2025-02-26T18:08:57,Clicked email to unsubscribe,0
1949,2025-01-28T08:12:56,Placed Order,1
265,2025-04-20T12:30:27,Blotout Viewed Product Xyz,0
1453,2025-04-19T02:58:51,Active on Site,0
1891,2025-02-15T23:07:10,SMS Sent,1
548,2025-03-27T22:22:10,SMS Delivered,0
952,2025-02-26T18:58:15,Active on Site,0
2741,2025-01-09T11:42:25,Unsubscribed,0
1603,2025-01-31T00:36:32,Opened Email,0
1182,2025-04-25T22:09:20,Opened Email,0
1687,2025-04-13T03:56:35,Unsubscribed,0
1763,2025-01-27T00:36:24,Blotout Viewed Product Xyz,0
310,2025-01-30T06:01:01,Placed Order,1
2534,2025-01-02T23:05:08,Placed Order,1
57,2025-03-02T06:15:04,Clicked email to unsubscribe,0
150,2025-02-19T13:37:17,Black Crow Identified,0
465,2025-02-24T08:29:24,Clicked email to unsubscribe,0
272,2025-04-01T12:49:47,Clicked email to unsubscribe,0
890,2025-02-27T00:47:21,Black Crow Identified,1
1678,2025-04-26T01:16:52,Email Open,0
463,2025-04-26T20:44:10,Blotout Viewed Product Xyz,0
1213,2025-02-02T22:52:55,Unsubscribed,0
2714,2025-02-04T23:36:53,SMS Sent,0
356,2025-03-01T01:53:35,Viewed Product.,0
1897,2025-01-24T15:20:20,Viewed Product.,0
2000,2025-04-03T17:22:43,Order Placed,1
64,2025-04-20T04:22:24,SMS Delivered,0
762,2025-02-08T18:17:36,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
2674,2025-01-27T17:06:39,SMS Sent,0
361,2025-03-12T21:27:14,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
269,2025-03-18T00:17:39,SMS Delivered,0
296,2025-04-12T17:45:44,Active on Site,0
2981,2025-03-30T22:29:16,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
1149,2025-01-19T03:07:50,Email Open,0
2155,2025-04-23T10:30:12,Placed Order,1
971,2025-02-04T05:45:56,SMS Delivered,0
1568,2025-04-18T15:16:10,Email Open,0
2741,2025-04-22T14:02:59,Viewed Product XYZ   ,0
1027,2025-01-16T02:25:49,Viewed Product.,0
546,2025-04-14T19:13:13,Black Crow Identified,0
302,2025-02-20T23:22:07,SMS Sent,0
511,2025-03-29T06:43:16,Viewed Product.,0
445,2025-01-30T10:50:49,Placed Order,1
2973,2025-02-09T09:36:09,Blotout Viewed Product Xyz,0
933,2025-01-02T12:58:53,Viewed Product.,0
1585,2025-01-23T18:50:58,Clicked email to unsubscribe,0
1887,2025-02-17T03:15:40,Viewed Product XYZ   ,0
70,2025-01-08T20:45:36,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
1535,2025-01-17T07:08:09,Viewed Product XYZ   ,0
2573,2025-03-06T01:32:04,Blotout Viewed Product Xyz,0
46,2025-02-23T19:23:08,Active on Site,0
2222,2025-04-24T17:07:58,Blotout Viewed Product Xyz,0
1877,2025-01-15T16:02:32,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,1
1881,2025-01-26T04:59:07,Blotout Viewed Product Xyz,0
2134,2025-02-18T07:46:30,Black Crow Identified,0
2784,2025-01-12T19:19:59,Active on Site,0
144,2025-03-31T03:32:33,Clicked Email,0
1666,2025-01-19T14:28:06,SMS Sent,0
2836,2025-01-11T16:55:11,Clicked email link,0
997,2025-02-25T13:40:36,Viewed Product XYZ   ,0
1268,2025-02-11T14:14:00,Placed Order,1
2166,2025-04-17T23:06:04,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
1277,2025-01-27T02:20:57,Active on Site,0
1311,2025-02-20T22:56:36,Active on Site,0
1874,2025-01-13T22:46:08,Email Open,0
2748,2025-03-03T22:00:25,SMS Delivered,0
2220,2025-03-09T03:41:49,Clicked Email,0
1949,2025-01-19T09:43:12,Order Placed,1
869,2025-03-13T09:41:36,Viewed Product XYZ   ,0
1267,2025-01-30T13:14:53,Blotout Viewed Product Xyz,0
2673,2025-02-07T09:15:40,SMS Sent,0
1446,2025-03-05T03:30:02,Active on Site,0
1889,2025-01-01T19:07:35,Clicked email to unsubscribe,1
2057,2025-04-19T10:44:06,SMS Delivered,0
1534,2025-02-11T06:35:58,Order Placed,1
2277,2025-03-22T16:25:54,SMS Sent,1
586,2025-02-27T08:01:41,Active on Site,0
1990,2025-02-13T11:58:29,Clicked Email,0
2078,2025-01-26T15:29:25,Order Placed,1
1501,2025-01-18T18:39:15,Email Open,0
711,2025-04-21T15:15:24,Octane: Quiz Completed: Find The Perfect Eye Shadow   .,0
2120,2025-03-28T22:18:45,Viewed Product.,0
1798,2025-04-06T09:10:44,Placed Order,1
2288,2025-04-22T14:41:17,Clicked Email,0
904,2025-02-28T13:02:37,Clicked Email,0
2807,2025-04-02T23:58:52,Clicked email link,0
2514,2025-03-11T08:39:21,Viewed Product.,0
63,2025-04-26T14:45:14,SMS Sent,0
129,2025-04-09T19:34:26,Email Open,0
1599,2025-03-13T21:13:03,Email Open,0
360,2025-02-05T15:47:36,Viewed Product XYZ   ,0
782,2025-02-28T07:57:33,Placed Order,1
1937,2025-02-07T21:54:56,Clicked Email,0
2762,2025-04-03T11:07:57,Viewed Product XYZ   ,0
1317,2025-03-12T08:08:30,Black Crow Identified,0
2203,2025-04-09T04:39:33,Opened Email,0
599,2025-03-27T00:25:09,Unsubscribed,0
2069,2025-04-02T23:00:07,Active on Site,0
2924,2025-02-24T16:36:01,Active on Site,0
1148,2025-02-24T14:58:53,SMS Sent,0
